USER_ID,ITEM_ID,EVENT_TYPE,TIMESTAMP
jduE1xbxEyGsuwaFmlhcb5o6,46,click,32766295
jduE1xbxEyGsuwaFmlhcb5o6,110,click,618855032
jduE1xbxEyGsuwaFmlhcb5o6,69,click,490137325
jduE1xbxEyGsuwaFmlhcb5o6,51,click,358002586
jduE1xbxEyGsuwaFmlhcb5o6,107,click,498398731
jduE1xbxEyGsuwaFmlhcb5o6,27,click,935207454
jduE1xbxEyGsuwaFmlhcb5o6,92,click,749630077
jduE1xbxEyGsuwaFmlhcb5o6,87,click,746354161
jduE1xbxEyGsuwaFmlhcb5o6,111,click,308568722
jduE1xbxEyGsuwaFmlhcb5o6,105,click,357012245
jduE1xbxEyGsuwaFmlhcb5o6,81,click,412063794
jduE1xbxEyGsuwaFmlhcb5o6,65,click,40882675
jduE1xbxEyGsuwaFmlhcb5o6,95,click,478848920
jduE1xbxEyGsuwaFmlhcb5o6,112,click,731038452
jduE1xbxEyGsuwaFmlhcb5o6,40,click,909896582
jduE1xbxEyGsuwaFmlhcb5o6,70,click,789592991
jduE1xbxEyGsuwaFmlhcb5o6,74,click,937202052
jduE1xbxEyGsuwaFmlhcb5o6,7,click,684201502
jduE1xbxEyGsuwaFmlhcb5o6,9,click,926116840
jduE1xbxEyGsuwaFmlhcb5o6,10,click,935998258
jduE1xbxEyGsuwaFmlhcb5o6,30,click,234628471
jduE1xbxEyGsuwaFmlhcb5o6,61,click,965654098
jduE1xbxEyGsuwaFmlhcb5o6,52,click,429851518
jduE1xbxEyGsuwaFmlhcb5o6,5,click,139276540
jduE1xbxEyGsuwaFmlhcb5o6,15,click,167907891
jduE1xbxEyGsuwaFmlhcb5o6,96,click,743913561
jduE1xbxEyGsuwaFmlhcb5o6,12,click,119973770
jduE1xbxEyGsuwaFmlhcb5o6,42,click,251534639
jduE1xbxEyGsuwaFmlhcb5o6,35,click,670362910
TR9kfGzYo9FZsyrNIqDltx0S,94,click,742159438
TR9kfGzYo9FZsyrNIqDltx0S,26,click,626995874
TR9kfGzYo9FZsyrNIqDltx0S,46,click,489712667
TR9kfGzYo9FZsyrNIqDltx0S,8,click,793963200
TR9kfGzYo9FZsyrNIqDltx0S,110,click,271486057
TR9kfGzYo9FZsyrNIqDltx0S,69,click,830630726
TR9kfGzYo9FZsyrNIqDltx0S,20,click,647323593
TR9kfGzYo9FZsyrNIqDltx0S,70,click,454460917
TR9kfGzYo9FZsyrNIqDltx0S,66,click,652500267
TR9kfGzYo9FZsyrNIqDltx0S,11,click,196419464
TR9kfGzYo9FZsyrNIqDltx0S,24,click,374640536
TR9kfGzYo9FZsyrNIqDltx0S,48,click,462383904
TR9kfGzYo9FZsyrNIqDltx0S,21,click,853823908
TR9kfGzYo9FZsyrNIqDltx0S,56,click,847100214
TR9kfGzYo9FZsyrNIqDltx0S,61,click,426617528
TR9kfGzYo9FZsyrNIqDltx0S,51,click,568122406
TR9kfGzYo9FZsyrNIqDltx0S,2,click,174242795
TR9kfGzYo9FZsyrNIqDltx0S,12,click,927881314
TR9kfGzYo9FZsyrNIqDltx0S,113,click,574167623
TR9kfGzYo9FZsyrNIqDltx0S,79,click,639771780
TR9kfGzYo9FZsyrNIqDltx0S,75,click,889559542
TR9kfGzYo9FZsyrNIqDltx0S,36,click,691317443
TR9kfGzYo9FZsyrNIqDltx0S,90,click,795865528
TR9kfGzYo9FZsyrNIqDltx0S,85,click,358751845
TR9kfGzYo9FZsyrNIqDltx0S,107,click,911278420
TR9kfGzYo9FZsyrNIqDltx0S,111,click,610054841
TR9kfGzYo9FZsyrNIqDltx0S,101,click,257142376
TR9kfGzYo9FZsyrNIqDltx0S,10,click,235201733
TR9kfGzYo9FZsyrNIqDltx0S,96,click,695928021
TR9kfGzYo9FZsyrNIqDltx0S,77,click,296849374
TR9kfGzYo9FZsyrNIqDltx0S,50,click,676492576
TR9kfGzYo9FZsyrNIqDltx0S,59,click,279628175
TR9kfGzYo9FZsyrNIqDltx0S,16,click,12466034
TR9kfGzYo9FZsyrNIqDltx0S,108,click,695093777
TR9kfGzYo9FZsyrNIqDltx0S,67,click,44514345
TR9kfGzYo9FZsyrNIqDltx0S,92,click,18761042
TR9kfGzYo9FZsyrNIqDltx0S,53,click,992843774
TR9kfGzYo9FZsyrNIqDltx0S,68,click,528010174
TR9kfGzYo9FZsyrNIqDltx0S,15,click,39981029
TR9kfGzYo9FZsyrNIqDltx0S,105,click,681975254
TR9kfGzYo9FZsyrNIqDltx0S,78,click,580959177
TR9kfGzYo9FZsyrNIqDltx0S,6,click,327600236
TR9kfGzYo9FZsyrNIqDltx0S,81,click,741150928
TR9kfGzYo9FZsyrNIqDltx0S,115,click,842946350
TR9kfGzYo9FZsyrNIqDltx0S,37,click,267109915
TR9kfGzYo9FZsyrNIqDltx0S,91,click,581927551
TR9kfGzYo9FZsyrNIqDltx0S,38,click,891841441
TR9kfGzYo9FZsyrNIqDltx0S,30,click,235253726
TR9kfGzYo9FZsyrNIqDltx0S,71,click,476854278
TR9kfGzYo9FZsyrNIqDltx0S,41,click,763938196
TR9kfGzYo9FZsyrNIqDltx0S,86,click,837472470
TR9kfGzYo9FZsyrNIqDltx0S,40,click,405061678
TR9kfGzYo9FZsyrNIqDltx0S,27,click,841710676
TR9kfGzYo9FZsyrNIqDltx0S,47,click,865795790
TR9kfGzYo9FZsyrNIqDltx0S,106,click,767294950
TR9kfGzYo9FZsyrNIqDltx0S,31,click,318209320
TR9kfGzYo9FZsyrNIqDltx0S,43,click,22465009
TR9kfGzYo9FZsyrNIqDltx0S,28,click,252647232
TR9kfGzYo9FZsyrNIqDltx0S,80,click,237327003
TR9kfGzYo9FZsyrNIqDltx0S,65,click,374607404
TR9kfGzYo9FZsyrNIqDltx0S,76,click,88111664
TR9kfGzYo9FZsyrNIqDltx0S,95,click,401102110
TR9kfGzYo9FZsyrNIqDltx0S,82,click,667786834
TR9kfGzYo9FZsyrNIqDltx0S,87,click,815211568
TR9kfGzYo9FZsyrNIqDltx0S,18,click,342191500
TR9kfGzYo9FZsyrNIqDltx0S,1,click,264050083
TR9kfGzYo9FZsyrNIqDltx0S,4,click,726386402
TR9kfGzYo9FZsyrNIqDltx0S,72,click,809878159
TR9kfGzYo9FZsyrNIqDltx0S,42,click,607979037
TR9kfGzYo9FZsyrNIqDltx0S,23,click,270128233
TR9kfGzYo9FZsyrNIqDltx0S,88,click,605590361
TR9kfGzYo9FZsyrNIqDltx0S,62,click,869919166
mMzw94PS3Y01hjlvs2uyW2k0,1,click,86464833
mMzw94PS3Y01hjlvs2uyW2k0,6,click,153880194
mMzw94PS3Y01hjlvs2uyW2k0,25,click,480867506
mMzw94PS3Y01hjlvs2uyW2k0,110,click,813516426
mMzw94PS3Y01hjlvs2uyW2k0,100,click,293134341
mMzw94PS3Y01hjlvs2uyW2k0,11,click,414092176
mMzw94PS3Y01hjlvs2uyW2k0,46,click,151331535
mMzw94PS3Y01hjlvs2uyW2k0,61,click,124735984
mMzw94PS3Y01hjlvs2uyW2k0,81,click,640661510
mMzw94PS3Y01hjlvs2uyW2k0,41,click,867464058
mMzw94PS3Y01hjlvs2uyW2k0,17,click,353706990
mMzw94PS3Y01hjlvs2uyW2k0,83,click,508672511
mMzw94PS3Y01hjlvs2uyW2k0,66,click,493604375
mMzw94PS3Y01hjlvs2uyW2k0,91,click,119633794
mMzw94PS3Y01hjlvs2uyW2k0,31,click,405797172
mMzw94PS3Y01hjlvs2uyW2k0,33,click,155802643
mMzw94PS3Y01hjlvs2uyW2k0,69,click,680907370
mMzw94PS3Y01hjlvs2uyW2k0,18,click,302517632
mMzw94PS3Y01hjlvs2uyW2k0,23,click,387406005
mMzw94PS3Y01hjlvs2uyW2k0,113,click,421619479
mMzw94PS3Y01hjlvs2uyW2k0,47,click,558407205
mMzw94PS3Y01hjlvs2uyW2k0,16,click,874033214
mMzw94PS3Y01hjlvs2uyW2k0,8,click,787519740
mMzw94PS3Y01hjlvs2uyW2k0,71,click,679333865
mMzw94PS3Y01hjlvs2uyW2k0,28,click,210828817
mMzw94PS3Y01hjlvs2uyW2k0,75,click,795838845
mMzw94PS3Y01hjlvs2uyW2k0,78,click,449227467
mMzw94PS3Y01hjlvs2uyW2k0,101,click,980049425
mMzw94PS3Y01hjlvs2uyW2k0,5,click,545726828
mMzw94PS3Y01hjlvs2uyW2k0,36,click,363195506
mMzw94PS3Y01hjlvs2uyW2k0,43,click,695394652
mMzw94PS3Y01hjlvs2uyW2k0,50,click,833938395
mMzw94PS3Y01hjlvs2uyW2k0,63,click,899554961
mMzw94PS3Y01hjlvs2uyW2k0,20,click,560505608
mMzw94PS3Y01hjlvs2uyW2k0,55,click,141669691
mMzw94PS3Y01hjlvs2uyW2k0,38,click,868524606
mMzw94PS3Y01hjlvs2uyW2k0,88,click,803818850
mMzw94PS3Y01hjlvs2uyW2k0,65,click,709524594
mMzw94PS3Y01hjlvs2uyW2k0,106,click,156013730
mMzw94PS3Y01hjlvs2uyW2k0,21,click,660113909
mMzw94PS3Y01hjlvs2uyW2k0,42,click,156402932
mMzw94PS3Y01hjlvs2uyW2k0,35,click,858488161
mMzw94PS3Y01hjlvs2uyW2k0,58,click,89334817
mMzw94PS3Y01hjlvs2uyW2k0,76,click,163147324
mMzw94PS3Y01hjlvs2uyW2k0,68,click,640083905
mMzw94PS3Y01hjlvs2uyW2k0,48,click,786355353
mMzw94PS3Y01hjlvs2uyW2k0,26,click,559432917
mMzw94PS3Y01hjlvs2uyW2k0,30,click,148410503
mMzw94PS3Y01hjlvs2uyW2k0,86,click,20390162
mMzw94PS3Y01hjlvs2uyW2k0,95,click,889654798
mMzw94PS3Y01hjlvs2uyW2k0,84,click,833204584
mMzw94PS3Y01hjlvs2uyW2k0,45,click,268167302
mMzw94PS3Y01hjlvs2uyW2k0,96,click,678204351
mMzw94PS3Y01hjlvs2uyW2k0,111,click,324521574
mMzw94PS3Y01hjlvs2uyW2k0,79,click,330510203
mMzw94PS3Y01hjlvs2uyW2k0,93,click,530088008
mMzw94PS3Y01hjlvs2uyW2k0,51,click,503483205
mMzw94PS3Y01hjlvs2uyW2k0,15,click,486307133
mMzw94PS3Y01hjlvs2uyW2k0,70,click,900740842
mMzw94PS3Y01hjlvs2uyW2k0,40,click,21734880
mMzw94PS3Y01hjlvs2uyW2k0,98,click,458490713
mMzw94PS3Y01hjlvs2uyW2k0,80,click,741439883
mMzw94PS3Y01hjlvs2uyW2k0,56,click,867224094
mMzw94PS3Y01hjlvs2uyW2k0,90,click,192522614
87iBMhDRZurb33lRJRsC2LIE,107,click,279460211
87iBMhDRZurb33lRJRsC2LIE,15,click,879820473
87iBMhDRZurb33lRJRsC2LIE,10,click,836817096
87iBMhDRZurb33lRJRsC2LIE,4,click,786208077
87iBMhDRZurb33lRJRsC2LIE,27,click,321283964
87iBMhDRZurb33lRJRsC2LIE,102,click,425292665
87iBMhDRZurb33lRJRsC2LIE,20,click,7271765
87iBMhDRZurb33lRJRsC2LIE,85,click,36361438
87iBMhDRZurb33lRJRsC2LIE,95,click,17905522
87iBMhDRZurb33lRJRsC2LIE,25,click,610926751
87iBMhDRZurb33lRJRsC2LIE,70,click,666907676
87iBMhDRZurb33lRJRsC2LIE,77,click,380695869
87iBMhDRZurb33lRJRsC2LIE,14,click,425202350
87iBMhDRZurb33lRJRsC2LIE,24,click,358916912
87iBMhDRZurb33lRJRsC2LIE,16,click,307019150
87iBMhDRZurb33lRJRsC2LIE,5,click,640097691
87iBMhDRZurb33lRJRsC2LIE,55,click,416264642
87iBMhDRZurb33lRJRsC2LIE,74,click,997397729
87iBMhDRZurb33lRJRsC2LIE,1,click,716064892
87iBMhDRZurb33lRJRsC2LIE,29,click,503472161
87iBMhDRZurb33lRJRsC2LIE,65,click,820724843
87iBMhDRZurb33lRJRsC2LIE,72,click,955641588
87iBMhDRZurb33lRJRsC2LIE,61,click,304197529
87iBMhDRZurb33lRJRsC2LIE,51,click,902089814
87iBMhDRZurb33lRJRsC2LIE,79,click,454596649
87iBMhDRZurb33lRJRsC2LIE,115,click,165567668
87iBMhDRZurb33lRJRsC2LIE,82,click,262031173
87iBMhDRZurb33lRJRsC2LIE,35,click,286439396
87iBMhDRZurb33lRJRsC2LIE,45,click,222180449
87iBMhDRZurb33lRJRsC2LIE,84,click,453605827
87iBMhDRZurb33lRJRsC2LIE,76,click,24826156
87iBMhDRZurb33lRJRsC2LIE,89,click,810460016
87iBMhDRZurb33lRJRsC2LIE,90,click,198854350
87iBMhDRZurb33lRJRsC2LIE,75,click,446824460
87iBMhDRZurb33lRJRsC2LIE,36,click,757405485
87iBMhDRZurb33lRJRsC2LIE,60,click,358824734
87iBMhDRZurb33lRJRsC2LIE,49,click,267124607
87iBMhDRZurb33lRJRsC2LIE,99,click,832347910
87iBMhDRZurb33lRJRsC2LIE,100,click,354370721
87iBMhDRZurb33lRJRsC2LIE,7,click,164176834
87iBMhDRZurb33lRJRsC2LIE,22,click,559523848
87iBMhDRZurb33lRJRsC2LIE,50,click,862600955
87iBMhDRZurb33lRJRsC2LIE,30,click,333963306
87iBMhDRZurb33lRJRsC2LIE,110,click,845089417
87iBMhDRZurb33lRJRsC2LIE,19,click,175571409
87iBMhDRZurb33lRJRsC2LIE,69,click,398141505
87iBMhDRZurb33lRJRsC2LIE,105,click,631846230
87iBMhDRZurb33lRJRsC2LIE,80,click,804783855
87iBMhDRZurb33lRJRsC2LIE,40,click,570629076
oiAi7CPOmsMeBWVbKpF4bfmK,69,click,338917326
oiAi7CPOmsMeBWVbKpF4bfmK,33,click,527263801
oiAi7CPOmsMeBWVbKpF4bfmK,14,click,282417830
oiAi7CPOmsMeBWVbKpF4bfmK,24,click,957122324
oiAi7CPOmsMeBWVbKpF4bfmK,63,click,810451087
oiAi7CPOmsMeBWVbKpF4bfmK,60,click,603184734
oiAi7CPOmsMeBWVbKpF4bfmK,29,click,862769044
oiAi7CPOmsMeBWVbKpF4bfmK,103,click,367788019
oiAi7CPOmsMeBWVbKpF4bfmK,50,click,794509227
oiAi7CPOmsMeBWVbKpF4bfmK,54,click,360326925
oiAi7CPOmsMeBWVbKpF4bfmK,83,click,627766548
oiAi7CPOmsMeBWVbKpF4bfmK,5,click,468481881
oiAi7CPOmsMeBWVbKpF4bfmK,25,click,524585311
oiAi7CPOmsMeBWVbKpF4bfmK,20,click,933612111
oiAi7CPOmsMeBWVbKpF4bfmK,35,click,77906560
oiAi7CPOmsMeBWVbKpF4bfmK,39,click,35166610
oiAi7CPOmsMeBWVbKpF4bfmK,80,click,171243395
oiAi7CPOmsMeBWVbKpF4bfmK,104,click,647278767
oiAi7CPOmsMeBWVbKpF4bfmK,45,click,798931463
oiAi7CPOmsMeBWVbKpF4bfmK,78,click,275748665
oiAi7CPOmsMeBWVbKpF4bfmK,18,click,683314856
oiAi7CPOmsMeBWVbKpF4bfmK,100,click,570204465
oiAi7CPOmsMeBWVbKpF4bfmK,108,click,180469906
oiAi7CPOmsMeBWVbKpF4bfmK,70,click,562297098
oiAi7CPOmsMeBWVbKpF4bfmK,8,click,330233884
oiAi7CPOmsMeBWVbKpF4bfmK,105,click,766617074
oiAi7CPOmsMeBWVbKpF4bfmK,96,click,254753291
oiAi7CPOmsMeBWVbKpF4bfmK,48,click,595056970
oiAi7CPOmsMeBWVbKpF4bfmK,115,click,988105253
oiAi7CPOmsMeBWVbKpF4bfmK,68,click,170338187
oiAi7CPOmsMeBWVbKpF4bfmK,19,click,170564489
oiAi7CPOmsMeBWVbKpF4bfmK,65,click,26226853
oiAi7CPOmsMeBWVbKpF4bfmK,55,click,426976800
oiAi7CPOmsMeBWVbKpF4bfmK,9,click,606584062
oiAi7CPOmsMeBWVbKpF4bfmK,85,click,593147430
oiAi7CPOmsMeBWVbKpF4bfmK,110,click,279395089
oiAi7CPOmsMeBWVbKpF4bfmK,10,click,426293987
oiAi7CPOmsMeBWVbKpF4bfmK,79,click,559371016
oiAi7CPOmsMeBWVbKpF4bfmK,40,click,881206651
oiAi7CPOmsMeBWVbKpF4bfmK,30,click,214436849
oiAi7CPOmsMeBWVbKpF4bfmK,95,click,379360401
oiAi7CPOmsMeBWVbKpF4bfmK,15,click,22497918
RQTERmn8ZmyBpD4b9gcXltzn,94,click,594910218
RQTERmn8ZmyBpD4b9gcXltzn,104,click,50473955
RQTERmn8ZmyBpD4b9gcXltzn,8,click,615781641
RQTERmn8ZmyBpD4b9gcXltzn,100,click,867914035
RQTERmn8ZmyBpD4b9gcXltzn,28,click,239735813
RQTERmn8ZmyBpD4b9gcXltzn,34,click,96648270
RQTERmn8ZmyBpD4b9gcXltzn,68,click,659333834
RQTERmn8ZmyBpD4b9gcXltzn,3,click,262092419
RQTERmn8ZmyBpD4b9gcXltzn,103,click,539962890
RQTERmn8ZmyBpD4b9gcXltzn,37,click,826060961
RQTERmn8ZmyBpD4b9gcXltzn,39,click,807429006
RQTERmn8ZmyBpD4b9gcXltzn,48,click,67517235
RQTERmn8ZmyBpD4b9gcXltzn,9,click,286102182
RQTERmn8ZmyBpD4b9gcXltzn,90,click,65122281
RQTERmn8ZmyBpD4b9gcXltzn,93,click,332769882
RQTERmn8ZmyBpD4b9gcXltzn,46,click,361808379
RQTERmn8ZmyBpD4b9gcXltzn,84,click,403926182
RQTERmn8ZmyBpD4b9gcXltzn,23,click,492158750
RQTERmn8ZmyBpD4b9gcXltzn,113,click,915030757
RQTERmn8ZmyBpD4b9gcXltzn,53,click,590443398
RQTERmn8ZmyBpD4b9gcXltzn,88,click,710939446
RQTERmn8ZmyBpD4b9gcXltzn,25,click,341435566
RQTERmn8ZmyBpD4b9gcXltzn,50,click,875693593
RQTERmn8ZmyBpD4b9gcXltzn,45,click,635745451
RQTERmn8ZmyBpD4b9gcXltzn,58,click,825110307
RQTERmn8ZmyBpD4b9gcXltzn,105,click,404228185
RQTERmn8ZmyBpD4b9gcXltzn,89,click,810995556
RQTERmn8ZmyBpD4b9gcXltzn,82,click,604824949
RQTERmn8ZmyBpD4b9gcXltzn,70,click,805185559
RQTERmn8ZmyBpD4b9gcXltzn,19,click,918363548
RQTERmn8ZmyBpD4b9gcXltzn,18,click,92445365
RQTERmn8ZmyBpD4b9gcXltzn,15,click,66450851
RQTERmn8ZmyBpD4b9gcXltzn,13,click,877620583
RQTERmn8ZmyBpD4b9gcXltzn,10,click,9221150
RQTERmn8ZmyBpD4b9gcXltzn,109,click,352964969
RQTERmn8ZmyBpD4b9gcXltzn,78,click,238282861
RQTERmn8ZmyBpD4b9gcXltzn,74,click,355431084
RQTERmn8ZmyBpD4b9gcXltzn,43,click,661496635
RQTERmn8ZmyBpD4b9gcXltzn,60,click,741160643
RQTERmn8ZmyBpD4b9gcXltzn,80,click,132754326
RQTERmn8ZmyBpD4b9gcXltzn,99,click,169269384
RQTERmn8ZmyBpD4b9gcXltzn,17,click,908148782
RQTERmn8ZmyBpD4b9gcXltzn,32,click,687650181
RQTERmn8ZmyBpD4b9gcXltzn,65,click,569466451
RQTERmn8ZmyBpD4b9gcXltzn,59,click,972176095
RQTERmn8ZmyBpD4b9gcXltzn,108,click,775217348
RQTERmn8ZmyBpD4b9gcXltzn,69,click,726796551
RQTERmn8ZmyBpD4b9gcXltzn,98,click,999017567
RQTERmn8ZmyBpD4b9gcXltzn,27,click,451082879
RQTERmn8ZmyBpD4b9gcXltzn,33,click,184863947
RQTERmn8ZmyBpD4b9gcXltzn,24,click,190508635
RQTERmn8ZmyBpD4b9gcXltzn,64,click,248516140
RQTERmn8ZmyBpD4b9gcXltzn,30,click,429669797
RQTERmn8ZmyBpD4b9gcXltzn,20,click,390149532
RQTERmn8ZmyBpD4b9gcXltzn,79,click,622365921
RQTERmn8ZmyBpD4b9gcXltzn,73,click,800168562
RQTERmn8ZmyBpD4b9gcXltzn,38,click,595694023
RQTERmn8ZmyBpD4b9gcXltzn,63,click,904655968
RQTERmn8ZmyBpD4b9gcXltzn,110,click,32284749
RQTERmn8ZmyBpD4b9gcXltzn,114,click,106613983
RQTERmn8ZmyBpD4b9gcXltzn,4,click,804668926
RQTERmn8ZmyBpD4b9gcXltzn,12,click,863100923
RQTERmn8ZmyBpD4b9gcXltzn,75,click,539542062
RQTERmn8ZmyBpD4b9gcXltzn,5,click,983227336
RQTERmn8ZmyBpD4b9gcXltzn,115,click,388811426
RQTERmn8ZmyBpD4b9gcXltzn,40,click,348443167
RQTERmn8ZmyBpD4b9gcXltzn,85,click,993051870
RQTERmn8ZmyBpD4b9gcXltzn,35,click,20063490
RQTERmn8ZmyBpD4b9gcXltzn,14,click,209098979
RQTERmn8ZmyBpD4b9gcXltzn,72,click,151320335
RQTERmn8ZmyBpD4b9gcXltzn,52,click,391164069
RQTERmn8ZmyBpD4b9gcXltzn,95,click,733233656
RQTERmn8ZmyBpD4b9gcXltzn,97,click,341676501
RQTERmn8ZmyBpD4b9gcXltzn,49,click,216498951
RQTERmn8ZmyBpD4b9gcXltzn,44,click,596386347
RQTERmn8ZmyBpD4b9gcXltzn,54,click,799919046
RQTERmn8ZmyBpD4b9gcXltzn,83,click,668426644
dBa3MYnPcPokEddD8VVs8pcu,23,click,449753834
dBa3MYnPcPokEddD8VVs8pcu,47,click,852978239
dBa3MYnPcPokEddD8VVs8pcu,107,click,472451391
dBa3MYnPcPokEddD8VVs8pcu,78,click,303829501
dBa3MYnPcPokEddD8VVs8pcu,72,click,938996329
dBa3MYnPcPokEddD8VVs8pcu,16,click,694408588
dBa3MYnPcPokEddD8VVs8pcu,2,click,928164725
dBa3MYnPcPokEddD8VVs8pcu,83,click,434075884
dBa3MYnPcPokEddD8VVs8pcu,37,click,992316665
dBa3MYnPcPokEddD8VVs8pcu,58,click,3685345
dBa3MYnPcPokEddD8VVs8pcu,50,click,181048500
dBa3MYnPcPokEddD8VVs8pcu,76,click,240902496
dBa3MYnPcPokEddD8VVs8pcu,92,click,776318662
dBa3MYnPcPokEddD8VVs8pcu,81,click,147781952
dBa3MYnPcPokEddD8VVs8pcu,61,click,478090847
dBa3MYnPcPokEddD8VVs8pcu,86,click,365228865
dBa3MYnPcPokEddD8VVs8pcu,112,click,113319539
dBa3MYnPcPokEddD8VVs8pcu,101,click,4357464
dBa3MYnPcPokEddD8VVs8pcu,62,click,660485224
dBa3MYnPcPokEddD8VVs8pcu,67,click,411532565
dBa3MYnPcPokEddD8VVs8pcu,53,click,473881887
dBa3MYnPcPokEddD8VVs8pcu,91,click,790183122
dBa3MYnPcPokEddD8VVs8pcu,48,click,468196841
dBa3MYnPcPokEddD8VVs8pcu,57,click,758476691
dBa3MYnPcPokEddD8VVs8pcu,82,click,721327574
dBa3MYnPcPokEddD8VVs8pcu,20,click,40344118
dBa3MYnPcPokEddD8VVs8pcu,27,click,431679385
dBa3MYnPcPokEddD8VVs8pcu,42,click,217640529
dBa3MYnPcPokEddD8VVs8pcu,73,click,9507237
dBa3MYnPcPokEddD8VVs8pcu,32,click,122728455
dBa3MYnPcPokEddD8VVs8pcu,96,click,686310810
dBa3MYnPcPokEddD8VVs8pcu,98,click,153588338
dBa3MYnPcPokEddD8VVs8pcu,90,click,288804870
dBa3MYnPcPokEddD8VVs8pcu,63,click,879235109
dBa3MYnPcPokEddD8VVs8pcu,102,click,197369100
dBa3MYnPcPokEddD8VVs8pcu,113,click,663253983
dBa3MYnPcPokEddD8VVs8pcu,106,click,290763499
dBa3MYnPcPokEddD8VVs8pcu,108,click,853980042
dBa3MYnPcPokEddD8VVs8pcu,41,click,272098047
